virus tax id	virus name 	virusqueryname	virus lineage	host tax id	host name	hostlineage	source
1089135	Firecracker	Mycobacterium phage Firecracker	"['Mycobacterium virus Firecracker', 'Corndogvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Firehouse51	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2530118	Fireman	Microbacterium phage Fireman	"['Microbacterium phage Fireman', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	199592	Microbacterium paraoxydans NWU1	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2041531	FireRed	Mycobacterium phage FireRed	"['Mycobacterium phage FireRed', 'unclassified Kostyavirus', 'Kostyavirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	FiringLine	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1245814	First	Mycobacterium phage First	"['Mycobacterium phage First', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2572533	FirstPlacePfu	Mycobacterium phage FirstPlacePfu	"['Mycobacterium phage FirstPlacePfu', 'unclassified Fishburnevirus', 'Fishburnevirus', 'Pclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1327765	Fishburne	Mycobacterium phage Fishburne	"['Mycobacterium phage Fishburne', 'Mycobacterium virus Fishburne', 'Fishburnevirus', 'Pclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2502464	Flabslab	Mycobacterium phage Flabslab	"['Mycobacterium phage Flabslab', 'unclassified Bixzunavirus', 'Bixzunavirus', 'Myoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1647304	FlagStaff	Mycobacterium phage FlagStaff	"['Mycobacterium phage FlagStaff', 'unclassified Liefievirus', 'Liefievirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2079280	Flakey	Gordonia phage Flakey	"['Gordonia phage Flakey', 'unclassified Woesvirus', 'Woesvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2079415	Flapper	Gordonia phage Flapper	"['Gordonia phage Flapper', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2315707	Flare16	Mycobacterium phage Flare16	"['Mycobacterium phage Flare16', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Flathead	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Flaverint	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2201433	Floof	Microbacterium phage Floof	"['Microbacterium phage Floof', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	104336	Microbacterium foliorum NRRL B-24224 SEA	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1897483	Florean	Mycobacterium phage Florean	"['Mycobacterium phage Florean', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1675549	Florinda	Mycobacterium phage Florinda	"['Mycobacterium phage Florinda', 'unclassified Cheoctovirus', 'Cheoctovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2182408	FlowerPower	Streptomyces phage FlowerPower	"['Streptomyces phage FlowerPower', 'unclassified Podoviridae', 'Podoviridae', 'Caudovirales', 'Viruses']"	1930	Streptomyces scabiei RL-34	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2502481	Fludd	Mycobacterium phage Fludd	"['Mycobacterium phage Fludd', 'unclassified Bixzunavirus', 'Bixzunavirus', 'Myoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1567469	FluffyNinja	Mycobacterium phage FluffyNinja	"['Mycobacterium phage FluffyNinja', 'Mycobacterium virus Soto', 'Pegunavirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2047865	Fluke	Arthrobacter phage Fluke	"['Arthrobacter phage Fluke', 'unclassified Korravirus', 'Korravirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1771959	Arthrobacter sp.  ATCC 21022	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1168593	Flux	Mycobacterium phage Flux	"['Mycobacterium phage Flux', 'Mycobacterium virus Peaches', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2591220	Flypotenuse	Mycobacterium phage Flypotenuse	"['Mycobacterium phage Flypotenuse', 'unclassified Kostyavirus', 'Kostyavirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2047839	ForGetIt	Mycobacterium phage ForGetIt	"['Mycobacterium phage ForGetIt', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2250349	Fork	Microbacterium phage Fork	"['Microbacterium phage Fork', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	104336	Microbacterium foliorum NRRL B-24224 SEA	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2099632	Forsytheast	Mycobacterium phage Forsytheast	"['Mycobacterium phage Forsytheast', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2562185	Forthebois	Streptomyces phage Forthebois	"['Streptomyces phage Forthebois', 'unclassified Tectiviridae', 'Tectiviridae', 'Viruses']"	1930	Streptomyces scabiei RL-34	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1882439	Fortunato	Mycobacterium phage Fortunato	"['Mycobacterium phage Fortunato', 'unclassified Coopervirus', 'Coopervirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2571247	Forza	Gordonia phage Forza	"['Gordonia phage Forza', 'unclassified bacterial viruses', 'unclassified viruses', 'Viruses']"	2055	Gordonia terrae 3612	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2483668	Fosterous	Gordonia phage Fosterous	"['Gordonia phage Fosterous', 'unclassified Vividuovirus', 'Vividuovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2419978	Fowlmouth	Mycobacterium phage Fowlmouth	"['Mycobacterium phage Fowlmouth', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2301602	Foxboro	Gordonia phage Foxboro	"['Gordonia phage Foxboro', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae CAG3	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2502473	FoxtrotP1	Mycobacterium phage FoxtrotP1	"['Mycobacterium phage FoxtrotP1', 'unclassified Bixzunavirus', 'Bixzunavirus', 'Myoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2530129	Francis47	Mycobacterium phage Francis47	"['Mycobacterium phage Francis47', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2079565	Frankie	Mycobacterium phage Frankie	"['Mycobacterium phage Frankie', 'unclassified Cheoctovirus', 'Cheoctovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1771	Mycobacterium phlei str.	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2024007	Franzy	Arthrobacter phage Franzy	"['Arthrobacter phage Franzy', 'unclassified Marthavirus', 'Marthavirus', 'Myoviridae', 'Caudovirales', 'Viruses']"	1771959	Arthrobacter sp.  ATCC 21022	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2502435	FrayBell	Mycobacterium phage FrayBell	"['Mycobacterium phage FrayBell', 'unclassified Bixzunavirus', 'Bixzunavirus', 'Myoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2015809	Fred313	Mycobacterium phage Fred313	"['Mycobacterium phage Fred313', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Frederick	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2301543	FrenchFry	Mycobacterium phage FrenchFry	"['Mycobacterium phage FrenchFry', 'unclassified Rosebushvirus', 'Rosebushvirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1897767	FriarPreacher	Mycobacterium phage FriarPreacher	"['Mycobacterium phage FriarPreacher', 'Mycobacterium virus Soto', 'Pegunavirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2499040	Fringe	Mycobacterium phage Fringe	"['Mycobacterium phage Fringe', 'unclassified Pegunavirus', 'Pegunavirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	FrodoSwaggins	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1911	Streptomyces griseus ATCC 10137	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2488968	Froghopper	Mycobacterium phage Froghopper	"['Mycobacterium phage Froghopper', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2250320	Frokostdame	Gordonia phage Frokostdame	"['Gordonia phage Frokostdame', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae CAG3	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1698365	Frosty24	Mycobacterium phage Frosty24	"['Mycobacterium phage Frosty24', 'unclassified Liefievirus', 'Liefievirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
563119	Fruitloop	Mycobacterium phage Fruitloop	"['Mycobacterium virus Fruitloop', 'Cheoctovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2250392	Fryberger	Gordonia phage Fryberger	"['Gordonia phage Fryberger', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2315537	FudgeTart	Mycobacterium phage FudgeTart	"['Mycobacterium phage FudgeTart', 'unclassified Bixzunavirus', 'Bixzunavirus', 'Myoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2250402	FugateOSU	Mycobacterium phage FugateOSU	"['Mycobacterium phage FugateOSU', 'unclassified Pegunavirus', 'Pegunavirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Fugax	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	2055	Gordonia terrae 3612	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2588511	Fulbright	Mycobacterium phage Fulbright	"['Mycobacterium phage Fulbright', 'unclassified Charlievirus', 'Charlievirus', 'Nclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1927026	Funston	Mycobacterium phage Funston	"['Mycobacterium phage Funston', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2250321	Fury	Gordonia phage Fury	"['Gordonia phage Fury', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2502430	Fushigi	Mycobacterium phage Fushigi	"['Mycobacterium phage Fushigi', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2590935	FuzzBuster	Microbacterium phage FuzzBuster	"['Microbacterium phage FuzzBuster', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	104336	Microbacterium foliorum NRRL B-24224 SEA	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1897537	G4	Propionibacterium phage G4	"['Propionibacterium phage G4', 'Propionibacterium virus G4', 'Doucettevirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1744	Propionibacterium freudenreichii Z435	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1897435	Gabriel	Mycobacterium phage Gabriel	"['Mycobacterium phage Gabriel', 'unclassified Bixzunavirus', 'Bixzunavirus', 'Myoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Gabriela	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1089122	Gadjet	Mycobacterium phage Gadjet	"['Mycobacterium phage Gadjet', 'Mycobacterium virus Gadjet', 'Pipefishvirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1567470	Gadost	Mycobacterium phage Gadost	"['Mycobacterium phage Gadost', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2483669	Gaea	Gordonia phage Gaea	"['Gordonia phage Gaea', 'unclassified Vividuovirus', 'Vividuovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Mycolicibacterium smegmatis', 'Mycolicibacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
