	virus tax id	virus name	host tax id	Kingdom	Phylum	Class	Order	Family	Genus	Species	7	8
4086	69612	Enterobacteria phage RB9	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4087	69612	Enterobacteria phage RB9	37762.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4088	10844	Enterobacteria phage S13	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
4089	1524881	Enterobacteria phage Sf101	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
4090	1225789	Enterobacteria phage SfI	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
4091	55884	Enterobacteria phage SfV	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
4092	12027	Enterobacteria phage SP	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4093	10845	Enterobacteria phage St-1	83333.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4094	221029	Enterobacteria phage ST104	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
4095	221029	Enterobacteria phage ST104	85569.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
4096	10759	Enterobacteria phage T3	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4097	857277	Enterobacteria phage T4T	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4098	10760	Enterobacteria phage T7	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4099	1075774	Enterobacteria phage T7M	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4100	876449	Enterobacteria phage UAB_Phi20	59201.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
4101	979726	Enterobacteria phage UAB_Phi78	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
4102	1567026	Enterobacteria phage vB_EcoM_VR5	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4103	1141139	Enterobacteria phage vB_EcoP_ACG-C91	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4104	1852563	Enterobacteria phage vB_EcoS_NBD2	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4105	1147155	Enterobacteria phage vB_EcoS_Rogue1	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4106	1147094	Enterobacteria phage vB_KleM-RaK2	576.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 klebsiella			
4107	97081	Enterobacteria phage VT2-Sakai	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4108	936054	Enterobacteria phage VT2phi_272	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4109	338125	Enterobacteria phage WA10	91347.0	bacteria	 proteobacteria	 gammaproteobacteria						
4110	338126	Enterobacteria phage WA11	91347.0	bacteria	 proteobacteria	 gammaproteobacteria						
4111	384643	Enterobacteria phage WA13	91347.0	bacteria	 proteobacteria	 gammaproteobacteria						
4112	489828	Enterobacteria phage WA13 sensu lato	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4113	338140	Enterobacteria phage WA14	91347.0	bacteria	 proteobacteria	 gammaproteobacteria						
4114	338127	Enterobacteria phage WA2	91347.0	bacteria	 proteobacteria	 gammaproteobacteria						
4115	338128	Enterobacteria phage WA3	91347.0	bacteria	 proteobacteria	 gammaproteobacteria						
4116	338124	Enterobacteria phage WA4	91347.0	bacteria	 proteobacteria	 gammaproteobacteria						
4117	338130	Enterobacteria phage WA5	91347.0	bacteria	 proteobacteria	 gammaproteobacteria						
4118	338135	Enterobacteria phage WA6	91347.0	bacteria	 proteobacteria	 gammaproteobacteria						
4119	564886	Enterobacteria phage YYZ-2008	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4120	1147156	Enterobacterial phage mEp213	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4121	1147158	Enterobacterial phage mEp390	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4122	1197935	Enterobacteriaphage UAB_Phi87	59201.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
4123	1476978	Enterococcus phage AUEF3	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4124	1173135	Enterococcus phage BC611	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4125	1647400	Enterococcus phage Ec-ZZ2	1352.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4126	1498168	Enterococcus phage ECP3	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4127	977801	Enterococcus phage EF62phi	936153.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4128	1204540	Enterococcus phage EfaCPT1	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4129	627087	Enterococcus phage EFAP-1	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4130	1486428	Enterococcus phage EFC-1	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4131	1597976	Enterococcus phage EFDG1	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4132	1640885	Enterococcus phage EFLK1	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4133	767806	Enterococcus phage EFRM31	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4134	1432658	Enterococcus phage IME-EF4	35783.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4135	1445858	Enterococcus phage IME-EFm1	1352.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4136	1718158	Enterococcus phage IME-EFm5	1352.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4137	1351735	Enterococcus phage IMEEF1	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4138	1416012	Enterococcus phage IME_EF3	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4139	2172042	Enterococcus phage LY0322	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4140	663241	Enterococcus phage phiEf11	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4141	442493	Enterococcus phage phiEF24C	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4142	947379	Enterococcus phage phiEF24C-P2	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4143	673832	Enterococcus phage phiFL1A	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4144	673833	Enterococcus phage phiFL1B	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4145	673834	Enterococcus phage phiFL1C	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4146	673835	Enterococcus phage phiFL2A	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4147	673836	Enterococcus phage phiFL2B	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4148	673837	Enterococcus phage phiFL3A	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4149	673838	Enterococcus phage phiFL3B	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4150	673839	Enterococcus phage phiFL4A	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4151	2030922	Enterococcus phage phiSHEF2	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4152	2030923	Enterococcus phage phiSHEF4	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4153	2030924	Enterococcus phage phiSHEF5	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4154	2070197	Enterococcus phage PMBT2	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4155	1871692	Enterococcus phage SANTOR1	1169286.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4156	1073766	Enterococcus phage SAP6	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4157	1161939	Enterococcus phage vB_Efae230P-4	1352.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4158	1747288	Enterococcus phage vB_EfaP_IME195	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4159	2175688	Enterococcus phage vB_EfaS_AL2	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4160	2175687	Enterococcus phage vB_EfaS_AL3	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4161	1747289	Enterococcus phage vB_EfaS_IME196	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4162	1747326	Enterococcus phage vB_EfaS_IME197	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4163	1747287	Enterococcus phage vB_EfaS_IME198	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4164	1458851	Enterococcus phage VD13	1351.0	bacteria	 firmicutes	 bacilli	 lactobacillales	 enterococcaceae	 enterococcus			
4312	418443	Erwinia amylovora phage Era103	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4313	1429768	Erwinia phage Ea35-70	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4314	1429767	Erwinia phage Ea9-2	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4315	947843	Erwinia phage ENT90	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4316	1407608	Erwinia phage FE44	551.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae				
4317	1407608	Erwinia phage FE44	558.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4318	1131315	Erwinia phage PEp14	79967.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4319	925983	Erwinia phage phiEa100	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4320	925986	Erwinia phage phiEa104	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4321	925985	Erwinia phage phiEa1H	551.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae				
4322	557393	Erwinia phage phiEa21-4	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4323	1564096	Erwinia phage phiEa2809	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4324	1401669	Erwinia phage PhiEaH1	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4325	1029988	Erwinia phage phiEaH2	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4326	925984	Erwinia phage phiEt88	338565.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4327	1051674	Erwinia phage vB_Eam-MM7	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4328	1051676	Erwinia phage vB_EamM-Y2	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4329	1883370	Erwinia phage vB_EamM_Asesino	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4330	1883379	Erwinia phage vB_EamM_Caitlin	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4331	1883371	Erwinia phage vB_EamM_ChrisDB	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4332	1815986	Erwinia phage vB_EamM_Deimos-Minion	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4333	2060127	Erwinia phage vB_EamM_Desertfox	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4334	1883372	Erwinia phage vB_EamM_EarlPhillipIV	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4335	1883373	Erwinia phage vB_EamM_Huxley	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4336	1883374	Erwinia phage vB_EamM_Kwan	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4337	1883375	Erwinia phage vB_EamM_Machina	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4338	1883377	Erwinia phage vB_EamM_Phobos	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4339	1815987	Erwinia phage vB_EamM_RAY	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4340	2026080	Erwinia phage vB_EamM_RisingSun	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4341	1815988	Erwinia phage vB_EamM_Simmy50	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4342	1815989	Erwinia phage vB_EamM_Special G	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4343	1051673	Erwinia phage vB_EamP-L1	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4344	1051675	Erwinia phage vB_EamP-S6	552.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae	 erwinia			
4345	1852641	Erwinia phage vB_EamP_Frozen	551.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 erwiniaceae				
4347	1675317	Erysipelothrix phage SE-1	1648.0	bacteria	 firmicutes	 erysipelotrichia	 erysipelotrichales	 erysipelotrichaceae	 erysipelothrix			
4353	1508671	Escherichia coli O157 typing phage 1	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4354	1508672	Escherichia coli O157 typing phage 10	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4355	1508673	Escherichia coli O157 typing phage 11	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4356	1508674	Escherichia coli O157 typing phage 12	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4357	1508678	Escherichia coli O157 typing phage 3	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4358	1508680	Escherichia coli O157 typing phage 5	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4359	1508681	Escherichia coli O157 typing phage 6	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4360	1555202	Escherichia phage 121Q	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4361	1598146	Escherichia phage 172-1	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4362	1115653	Escherichia phage 1720a-02	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4363	1115653	Escherichia phage 1720a-02	67825.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 citrobacter			
4364	1391428	Escherichia phage 4MG	83333.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4365	1837842	Escherichia phage 64795_ec1	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4366	1216926	Escherichia phage ADB-2	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4367	1655305	Escherichia phage APCEc01	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4368	1655314	Escherichia phage APCEc02	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4369	66711	Escherichia phage AR1	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4370	1527519	Escherichia phage Av-05	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4371	1458848	Escherichia phage Bp4	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4372	1416027	Escherichia phage bV_EcoS_AHP24	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4373	1735565	Escherichia phage C119	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4374	1610828	Escherichia phage CAjan	83333.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4375	1965365	Escherichia phage CF2	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4376	1527506	Escherichia phage CICC 80001	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4377	665033	Escherichia phage D108	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4378	1495286	Escherichia phage e4/1c	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4379	1048207	Escherichia phage EB49	199310.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4380	1258572	Escherichia phage EC1-UPM	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4381	1229757	Escherichia phage EC6	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4382	1604356	Escherichia phage ECBP1	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4383	1604355	Escherichia phage ECBP2	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4384	1498172	Escherichia phage ECBP5	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4385	1981499	Escherichia phage ECD7	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4386	1204521	Escherichia phage ECML-117	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4387	1204522	Escherichia phage ECML-134	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4388	1204523	Escherichia phage ECML-4	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4389	1527514	Escherichia phage EK99P-1	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4390	1883200	Escherichia phage Envy	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4391	1446490	Escherichia phage FFH2	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4392	1131317	Escherichia phage FV3	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4393	1883202	Escherichia phage Gluttony	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4394	1147145	Escherichia phage HK446	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4395	432200	Escherichia phage HK542	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4396	432201	Escherichia phage HK544	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4397	1147142	Escherichia phage HK578	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4398	1147148	Escherichia phage HK629	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4399	1147146	Escherichia phage HK630	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4400	1147147	Escherichia phage HK633	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4401	906669	Escherichia phage HK639	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4402	906668	Escherichia phage HK75	83333.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4403	1965367	Escherichia phage HP3	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4404	1237364	Escherichia phage HX01	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4405	1434323	Escherichia phage HY01	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4406	1527531	Escherichia phage HY02	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4407	1654926	Escherichia phage HY03	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4408	338101	Escherichia phage ID21	561.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
4409	338102	Escherichia phage ID32	561.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
4410	338108	Escherichia phage ID52	561.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
4411	338107	Escherichia phage ID62	561.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
4412	1054834	Escherichia phage ime09	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4413	1239384	Escherichia phage IME11	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4414	1327956	Escherichia phage JES2013	83334.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4415	1327956	Escherichia phage JES2013	511145.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4416	1340750	Escherichia phage JH2	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4417	1772219	Escherichia phage JMPW1	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4418	1772218	Escherichia phage JMPW2	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4419	293178	Escherichia phage JS98	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4420	576789	Escherichia phage JSE	83333.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4421	698487	Escherichia phage K1-dep(1)	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4422	698486	Escherichia phage K1-dep(4)	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4423	698489	Escherichia phage K1-ind(2)	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4424	698490	Escherichia phage K1-ind(3)	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4425	698488	Escherichia phage K1ind1	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4426	1041524	Escherichia phage K30	561.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
4427	1041524	Escherichia phage K30	91347.0	bacteria	 proteobacteria	 gammaproteobacteria						
4428	1436889	Escherichia phage KBNP1711	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4429	1788294	Escherichia phage LM33_P1	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
4430	1307804	Escherichia phage Lw1	469008.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
