#Organism Group,Strain,Serovar,Isolate,Create Date,Location,Isolation Source,Isolation type,Host,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,K-mer group
"E.coli and Shigella","MOD1-EC5181",,"PDT000228302.1","2017-07-25T18:52:56Z","USA:NY","soil","environmental/other",,,,,"SAMN04279520","GCA_002231775.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5180",,"PDT000228303.1","2017-07-25T18:53:03Z","USA:NY","feces","environmental/other","Laridae",,,,"SAMN04279519","GCA_002231785.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5179",,"PDT000228304.1","2017-07-25T18:53:05Z","USA:NY","feces","environmental/other","goose",,,,"SAMN04279518","GCA_002231805.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5122",,"PDT000228306.1","2017-07-25T18:53:21Z","USA:NY","intestine","environmental/other","Canis lupus",,,,"SAMN04279460","GCA_002231855.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5121",,"PDT000228307.1","2017-07-25T18:53:31Z","USA:VA","Intestine from wild rabbit","environmental/other","rabbit",,,,"SAMN04279454","GCA_002231865.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5104",,"PDT000228311.1","2017-07-25T18:54:03Z","USA:MO","liver","environmental/other","Sus scrofa",,,,"SAMN04279441","GCA_002231955.1","blaEC,tet(B)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5106",,"PDT000228312.1","2017-07-25T18:54:10Z","USA:OH","food","environmental/other",,,,,"SAMN04279442","GCA_002231965.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5754",,"PDT000228313.1","2017-07-25T18:54:24Z","USA:SD","Ileum","environmental/other","Sus scrofa scrofa",,,,"SAMN05439338","GCA_002231995.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5726",,"PDT000228314.1","2017-07-25T18:54:42Z","USA:CO","feces","environmental/other","Gallus gallus",,,,"SAMN05440436","GCA_002232055.1","aadA13,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,tet(B)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5730",,"PDT000228315.1","2017-07-25T18:54:51Z","USA:PA","lung","environmental/other","Ovis aries",,,,"SAMN05439301","GCA_002232075.1","blaEC,tet(C)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5028",,"PDT000228318.1","2017-07-25T19:02:57Z","USA:PA","feces","environmental/other","Bos taurus",,,,"SAMN04279356","GCA_002232115.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5111",,"PDT000228319.1","2017-07-25T19:03:18Z","USA:TX","feces","environmental/other","Bos taurus",,,,"SAMN04279447","GCA_002232155.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5101",,"PDT000228321.1","2017-07-25T19:05:07Z","USA:NY","intestine","environmental/other","Canis lupus",,,,"SAMN04279438","GCA_002232195.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5112",,"PDT000228322.1","2017-07-25T19:05:26Z","USA:VA","intestine","environmental/other","Odocoileus virginianus",,,,"SAMN04444412","GCA_002232215.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5099",,"PDT000228323.1","2017-07-25T19:05:42Z","USA:NY","intestine","environmental/other","Canis lupus",,,,"SAMN04279436","GCA_002232235.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5098",,"PDT000228324.1","2017-07-25T19:06:16Z","USA:NY","intestine","environmental/other","Canis lupus",,,,"SAMN04279435","GCA_002232255.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5069",,"PDT000228325.1","2017-07-25T19:06:47Z","USA:MI","feces","environmental/other","Canis lupus",,,,"SAMN04279406","GCA_002232275.1","aac(3)-IId,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaEC,blaTEM-1,dfrA17,qacEdelta1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5090",,"PDT000228327.1","2017-07-25T19:07:07Z","USA:MD","feces","environmental/other","avian",,,,"SAMN04279427","GCA_002232305.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5105",,"PDT000228329.1","2017-07-25T19:08:14Z","USA:VA","intestine","environmental/other","Odocoileus virginianus",,,,"SAMN04444411","GCA_002232355.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5100",,"PDT000228331.1","2017-07-25T19:08:57Z","USA:NY","intestine","environmental/other","Canis lupus",,,,"SAMN04279437","GCA_002232395.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5073",,"PDT000228332.1","2017-07-25T19:09:13Z","USA:CA","avian liver","environmental/other","avian",,,,"SAMN04279410","GCA_002232385.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5071",,"PDT000228335.1","2017-07-25T19:11:37Z","USA:CA","feces","environmental/other","Rhinoceros",,,,"SAMN04279408","GCA_002232475.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5089",,"PDT000228336.1","2017-07-25T19:11:51Z","USA:OH","food","environmental/other",,,,,"SAMN04279426","GCA_002232495.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5025",,"PDT000228339.1","2017-07-25T19:13:09Z","USA:PA","intestine","environmental/other","sheep",,,,"SAMN04279353","GCA_002232555.1","aph(3'')-Ib,aph(6)-Id,blaEC,tet(C)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5050",,"PDT000228340.1","2017-07-25T19:13:22Z","USA:PA","Rectum","environmental/other","Canis lupus",,,,"SAMN04279378","GCA_002232565.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5088",,"PDT000228345.1","2017-07-25T19:15:48Z","USA:FL","lung","environmental/other","Equus caballus",,,,"SAMN04279425","GCA_002232675.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5051",,"PDT000228346.1","2017-07-25T19:15:49Z","USA:CA","feces","environmental/other","Cephalophus natalensis",,,,"SAMN04279379","GCA_002232695.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5087",,"PDT000228347.1","2017-07-25T19:16:11Z","USA:IA","Small Intestine","environmental/other","Sus scrofa",,,,"SAMN04279424","GCA_002232715.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,bleO,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5066",,"PDT000228348.1","2017-07-25T19:17:02Z","USA:CO","feces","environmental/other","goose",,,,"SAMN04279403","GCA_002232735.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5070",,"PDT000228349.1","2017-07-25T19:17:02Z","USA:CA","feces","environmental/other","Rhinoceros",,,,"SAMN04279407","GCA_002232755.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5027",,"PDT000228350.1","2017-07-25T19:18:28Z","USA:PA","feces","environmental/other","Bos taurus",,,,"SAMN04279355","GCA_002232775.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5086",,"PDT000228351.1","2017-07-25T19:18:28Z","USA:KS","avian liver","environmental/other","avian",,,,"SAMN04279423","GCA_002232785.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5085",,"PDT000228352.1","2017-07-25T19:18:29Z","USA:VA","Jejunum","environmental/other","Equus caballus",,,,"SAMN04279422","GCA_002232795.1","blaEC,tet(A)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5084",,"PDT000228353.1","2017-07-25T19:18:57Z","USA:AL","Cloacae","environmental/other","duck",,,,"SAMN04279421","GCA_002232835.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5083",,"PDT000228354.1","2017-07-25T19:20:11Z","USA:NY","feces","environmental/other","Canis lupus",,,,"SAMN04279420","GCA_002232865.1","aadA2,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,dfrA12,mph(A),qacEdelta1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5052",,"PDT000228358.1","2017-07-25T19:21:30Z","USA:ND","waste water","environmental/other",,,,,"SAMN04279380","GCA_002232935.1","blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5080",,"PDT000228360.1","2017-07-25T19:21:58Z","USA:CO","Colon","environmental/other","Equus caballus",,,,"SAMN04279417","GCA_002232975.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5053",,"PDT000228362.1","2017-07-25T19:22:52Z","USA:ND","waste water","environmental/other",,,,,"SAMN04279381","GCA_002233015.1","blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5063",,"PDT000228365.1","2017-07-25T19:23:46Z","USA:CO","feces","environmental/other","goose",,,,"SAMN04279400","GCA_002233075.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5062",,"PDT000228367.1","2017-07-25T19:24:41Z","USA:CO","feces","environmental/other","goose",,,,"SAMN04279399","GCA_002233095.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5024",,"PDT000228368.1","2017-07-25T19:25:15Z","USA:PA","intestine","environmental/other","Sus scrofa",,,,"SAMN04279352","GCA_002233135.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5030",,"PDT000228369.1","2017-07-25T19:26:06Z","USA:PA","intestine","environmental/other","Bos taurus",,,,"SAMN04279358","GCA_002233155.1","blaEC,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5061",,"PDT000228370.1","2017-07-25T19:26:32Z","USA:CO","feces","environmental/other","goose",,,,"SAMN04279398","GCA_002233175.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5029",,"PDT000228371.1","2017-07-25T19:27:21Z","USA:PA","spleen","environmental/other","Bos taurus",,,,"SAMN04279357","GCA_002233195.1","aph(3'')-Ib,aph(6)-Id,blaEC,tet(B)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5047",,"PDT000228373.1","2017-07-25T19:28:10Z","USA:PA","Rectum","environmental/other","Canis lupus",,,,"SAMN04279375","GCA_002233245.1","aph(3'')-Ib,aph(6)-Id,blaEC,dfrA14,sul2","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5003",,"PDT000228375.1","2017-07-25T19:28:41Z","USA:WI","stomach","environmental/other","Crotalus viridis",,,,"SAMN04279331","GCA_002233275.1","blaEC,tet(A)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5004",,"PDT000228376.1","2017-07-25T19:31:23Z","USA:CA","parakeet Intestine","environmental/other",,,,,"SAMN04279332","GCA_002233295.1","aadD1,aph(3'')-Ib,aph(6)-Id,blaEC-5,blaI,blaR1,blaZ,bleO,qacB,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5044",,"PDT000228378.1","2017-07-25T19:31:34Z","USA:PA","feces","environmental/other","Bos taurus",,,,"SAMN04279372","GCA_002233325.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,tet(B),tet(C)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5032",,"PDT000228380.1","2017-07-25T19:32:41Z","USA:PA","intestine","environmental/other","Bos taurus",,,,"SAMN04279360","GCA_002233375.1","blaEC,tet(C)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5022",,"PDT000228382.1","2017-07-25T19:33:10Z","USA:PA","intestine","environmental/other","Sus scrofa",,,,"SAMN04279350","GCA_002233385.1","aph(3'')-Ib,aph(6)-Id,blaEC,tet(B),tet(C)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5021",,"PDT000228383.1","2017-07-25T19:33:10Z","USA:PA","intestine","environmental/other","Bos taurus",,,,"SAMN04279349","GCA_002233435.1","aph(3'')-Ib,aph(3')-IIa,aph(6)-Ic,aph(6)-Id,blaEC,ble,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5010",,"PDT000228384.1","2017-07-25T19:34:29Z","USA:VA","intestine","environmental/other","Sus scrofa",,,,"SAMN04279338","GCA_002233455.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5005",,"PDT000228385.1","2017-07-25T19:34:36Z","USA:TX","Small Intestine","environmental/other","Equus caballus",,,,"SAMN04279333","GCA_002233475.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5020",,"PDT000228386.1","2017-07-25T19:35:00Z","USA:PA","feces","environmental/other","Bos taurus",,,,"SAMN04279348","GCA_002233495.1","aadA4,aph(3'')-Ib,aph(3')-IIa,aph(6)-Ic,aph(6)-Id,blaEC,ble,qacEdelta1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC5009",,"PDT000228387.1","2017-07-25T19:35:13Z","USA:MI","Rectum","environmental/other","Bos taurus",,,,"SAMN04279337","GCA_002233505.1","aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaEC,floR,sul2,tet(A),tet(B)","PDG000000004.1583"
"E.coli and Shigella","CFSAN065266",,"PDT000230076.2","2017-07-31T19:02:36Z","USA:MD","Flour","environmental/other",,,,,"SAMN07312279",,"blaEC-5","PDG000000004.1583"
"E.coli and Shigella","CFSAN065267",,"PDT000230077.2","2017-07-31T19:02:37Z","USA:MD","Flour","environmental/other",,,,,"SAMN07312278",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","CFSAN065268",,"PDT000230079.2","2017-07-31T19:02:37Z","USA:MD","Flour","environmental/other",,,,,"SAMN07312277",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","PAR",,"PDT000230493.1","2017-07-31T12:50:58Z","China","cockatoo feces","environmental/other",,,,,"SAMN03963238","GCA_002237305.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella","WAT",,"PDT000230494.1","2017-07-31T12:51:22Z","China","park pond water","environmental/other",,,,,"SAMN03963241","GCA_002237325.1","aac(2')-IIa,blaEC","PDG000000004.1583"
"E.coli and Shigella","FSIS1703112",,"PDT000230507.2","2017-08-02T18:39:33Z","USA:TX","product-raw-intact-beef","environmental/other",,,,,"SAMN07440311",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","FSIS1702626",,"PDT000230508.2","2017-08-02T18:39:33Z","USA:GA","animal-chicken-young chicken","environmental/other",,,,,"SAMN07374663",,"aac(3)-IId,aadA2,aph(3'')-Ib,aph(6)-I,blaEC,blaTEM-1,dfrA12,mph(A),qacEdelta1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703146",,"PDT000230513.2","2017-08-02T18:39:35Z","USA:IL","animal-swine-market swine","environmental/other",,,,,"SAMN07440313",,"aph(3')-IIa,blaEC,blaTEM-1,ble,bleO,qacG2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703147",,"PDT000230514.2","2017-08-02T18:39:35Z","USA:NC","animal-chicken-young chicken","environmental/other",,,,,"SAMN07440314",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","FSIS1703148",,"PDT000230559.2","2017-08-02T18:39:43Z","USA:IA","animal-swine-market swine","environmental/other",,,,,"SAMN07440315",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703145",,"PDT000230560.2","2017-08-02T18:39:44Z","USA:NE","animal-cattle-heifer","environmental/other",,,,,"SAMN07440312",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS1702942",,"PDT000230561.2","2017-08-02T18:39:44Z","USA:TN","comminuted beef","environmental/other",,,,,"SAMN07440309",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","FSIS1702629",,"PDT000230568.2","2017-08-02T18:39:46Z","USA:TX","animal-cattle-beef cow","environmental/other",,,,,"SAMN07374666",,"blaEC,blaTEM-1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","ICBEc07",,"PDT000231011.1","2017-08-04T13:06:29Z","Brazil: Amazon","Rectal swab","environmental/other",,,,,"SAMN07194419","GCA_002240935.1","aph(3'')-Ib,aph(6)-Id,blaCTX-M-8,blaEC,fosA7,tet(B)","PDG000000004.1583"
"E.coli and Shigella","ICBEc09",,"PDT000231012.1","2017-08-04T13:06:31Z","Brazil: Amazon","Rectal swab","environmental/other",,,,,"SAMN07193647","GCA_002240955.1","aac(3)-IIa,aadA2,blaCTX-M-14,blaEC,dfrA12,erm(B),mph(A),qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","ICBEc03",,"PDT000231013.1","2017-08-04T13:06:32Z","Brazil: Amazon","Rectal swab","environmental/other",,,,,"SAMN07194198","GCA_002240965.1","aac(3)-II,aadA1,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCTX-M-2,blaEC,blaTEM-1,catA1,dfrA17,qacE,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","ICBEcBL-II-11(1)",,"PDT000231015.1","2017-08-04T13:07:06Z","Brazil: Amazon","feces","environmental/other",,,,,"SAMN07193666","GCA_002241025.1","aac(3)-IIa,aac(6')-Ib-cr5,aadA5,blaCTX-M-15,blaEC,blaOXA-1,blaTEM-1,catB3,dfrA17,erm(B),mph(A),qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000231031.1","2017-08-04T18:29:50Z",,,"environmental/other",,,,,"SAMEA103915295","GCA_900169845.1","blaEC,blaKPC-2,dfrA14,qacL,qnrVC4","PDG000000004.1583"
"E.coli and Shigella","FSIS1703158",,"PDT000231461.2","2017-08-07T18:40:34Z","USA:NC","animal-swine-market swine","environmental/other",,,,,"SAMN07450958",,"aph(3')-Ia,blaEC,qnrB19,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703155",,"PDT000231462.2","2017-08-07T18:40:34Z","USA:OH","animal-swine-sow","environmental/other",,,,,"SAMN07450955",,"aac(3)-IId,aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,catA1,cmlA1,qacL,sul2,sul3,tet(A),tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703151",,"PDT000231463.2","2017-08-07T18:40:34Z","USA:CA","animal-swine-market swine","environmental/other",,,,,"SAMN07450951",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,tet(A),tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703149",,"PDT000231464.2","2017-08-07T18:40:34Z","USA:KS","animal-swine-market swine","environmental/other",,,,,"SAMN07450949",,"aadA1,blaEC,blaIMP-27,sat2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703160",,"PDT000231465.2","2017-08-07T18:40:35Z","USA:MO","animal-chicken-young chicken","environmental/other",,,,,"SAMN07450960",,"aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703152",,"PDT000231466.2","2017-08-07T18:40:35Z","USA:IA","animal-swine-market swine","environmental/other",,,,,"SAMN07450952",,"blaCMY-2,blaEC","PDG000000004.1583"
"E.coli and Shigella","FSIS1703159",,"PDT000231467.2","2017-08-07T18:40:35Z","USA:MS","animal-chicken-young chicken","environmental/other",,,,,"SAMN07450959",,"aac(3)-VIa,aadA1,aph(3')-IIa,aph(6)-Ic,blaEC,ble,qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","FSIS1703154",,"PDT000231468.2","2017-08-07T18:40:35Z","USA:AR","Animal-Turkey-Young Turkey","environmental/other",,,,,"SAMN07450954",,"aac(3)-IV,aadA1,aph(3'')-Ib,aph(3')-Ia,aph(4)-Ia,aph(6)-Id,blaEC,blaTEM-1,qacEdelta1,sul1,sul2","PDG000000004.1583"
"E.coli and Shigella","FSIS1703150",,"PDT000231469.2","2017-08-07T18:40:35Z","USA:OR","animal-cattle-dairy cow","environmental/other",,,,,"SAMN07450950",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","FSIS1703156",,"PDT000231470.2","2017-08-07T18:40:35Z","USA:IN","animal-swine-market swine","environmental/other",,,,,"SAMN07450956",,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,lnu(F),sat2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703157",,"PDT000231471.2","2017-08-07T18:40:35Z","USA:GA","animal-chicken-young chicken","environmental/other",,,,,"SAMN07450957",,"aac(3)-VIa,aadA1,blaEC,dfrA1,qacEdelta1,sul1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703153",,"PDT000231472.2","2017-08-07T18:40:36Z","USA:WI","Animal-Turkey-Young Turkey","environmental/other",,,,,"SAMN07450953",,"aac(3)-VIa,aadA1,blaEC,blaTEM-1,qacEdelta1,sul1,sul2,tet(A),tet(M)","PDG000000004.1583"
"E.coli and Shigella","CDPHFDLB-F06M01251-2",,"PDT000231575.2","2017-08-07T18:40:52Z","USA:CA","water","environmental/other",,,,,"SAMN07436371",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","279892","Escherichia coli","PDT000232032.2","2017-08-08T04:40:34Z","United Kingdom: United Kingdom","animal","environmental/other",,,,,"SAMN07454398",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","122632","Escherichia coli","PDT000232038.2","2017-08-08T04:40:35Z","United Kingdom: United Kingdom",,"environmental/other",,,,,"SAMN07455254",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","FSIS1703166",,"PDT000232208.2","2017-08-09T01:42:00Z","USA:CO","animal-cattle-steer","environmental/other",,,,,"SAMN07461233",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703164",,"PDT000232209.2","2017-08-09T01:42:00Z","USA:WI","Animal-Turkey-Young Turkey","environmental/other",,,,,"SAMN07461231",,"aac(3)-VIa,aadA1,blaEC,blaHER,qacEdelta1,sul1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703163",,"PDT000232213.2","2017-08-09T01:42:01Z","USA:CO","animal-swine-sow","environmental/other",,,,,"SAMN07461230",,"aadA1,blaEC,blaTEM-1,cmlA1,dfrA12,qnrB19,sul3,tet(A),tet(M)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703162",,"PDT000232214.2","2017-08-09T01:42:01Z","USA:GA","animal-chicken-young chicken","environmental/other",,,,,"SAMN07461229",,"aac(3)-VIa,aadA1,blaEC,qacEdelta1,sul1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703161",,"PDT000232215.2","2017-08-09T01:42:01Z","USA:TN","animal-chicken-young chicken","environmental/other",,,,,"SAMN07461228",,"blaCMY-2,blaEC","PDG000000004.1583"
"E.coli and Shigella","FSIS1703196",,"PDT000232226.2","2017-08-09T01:42:03Z","USA:MO","Animal-Turkey-Young Turkey","environmental/other",,,,,"SAMN07461218",,"blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","IBUN9016YEC",,"PDT000233840.1","2017-08-14T18:08:54Z","Colombia","drag swab from a swine farm","environmental/other","pig",,,,"SAMN06052009","GCA_002250175.1","aac(3)-IId,aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM-1,cmlA1,dfrA12,floR,qacL,sul2,sul3,tet(A),tet(M)","PDG000000004.1583"
"E.coli and Shigella","IBUN9096YEC",,"PDT000233841.1","2017-08-14T18:09:01Z","Colombia","rectal swab","environmental/other","pig",,,,"SAMN06052010","GCA_002250185.1","blaCMY,blaEC,mcr-1.1,qnrB19","PDG000000004.1583"
"E.coli and Shigella","ZTA15/01169-1EB1",,"PDT000233842.1","2017-08-14T18:19:39Z","Spain:Lerida","feces","environmental/other",,,,,"SAMN07357130","GCA_002250825.1","aac(3)-IId,aadA2,aadA22,aph(3'')-Ib,aph(6)-Id,blaCTX-M-55,blaEC,blaTEM,bleO,dfrA1,floR,mcr-1.1,mcr-3.2,mph(A),qacEdelta1,qacL,sul1,sul3,tet(A)","PDG000000004.1583"
"E.coli and Shigella","I2017011050-S1",,"PDT000234046.2","2017-08-18T12:28:31Z","USA:MN","feces","environmental/other",,,,,"SAMN07436382",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","ECOL-17-VL-NY-MS-0006",,"PDT000234050.2","2017-08-18T12:28:32Z","USA:MS","canine urine swab","environmental/other",,,,,"SAMN07229835",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","ECOL-17-VL-NY-GA-0007",,"PDT000234051.2","2017-08-18T12:28:32Z","USA:GA","urine","environmental/other",,,,,"SAMN07229836",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","ECOL-17-VL-NY-FL-0001",,"PDT000234057.2","2017-08-18T12:28:33Z","USA:FL","Canis lupus familiaris Lung","environmental/other",,,,,"SAMN07229837",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","ECOL-17-VL-OH-IN-PU-0002",,"PDT000234066.2","2017-08-18T12:28:34Z","USA:IN","urine","environmental/other",,,,,"SAMN07410530",,"blaCMY-2,blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","ECOL-17-VL-OH-GA-0008",,"PDT000234084.2","2017-08-18T12:28:37Z","USA:GA","Canis lupus- Ear","environmental/other",,,,,"SAMN07410534",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","ECOL-17-VL-OH-ON-0003",,"PDT000234086.2","2017-08-18T12:28:37Z","Canada","Canis lupus familiaris - urine","environmental/other",,,,,"SAMN07410532",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","ECOL-17-VL-OH-WA-0012",,"PDT000234087.2","2017-08-18T12:28:37Z","USA:WA","ear","environmental/other",,,,,"SAMN07410535",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","NC_STEC254",,"PDT000235022.5","2018-06-26T23:05:47Z","USA:TN","Manure Pile near Chicken Houses","environmental/other",,,,,"SAMN07469540",,"aph(3'')-Ib,aph(6)-Id,blaEC,tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS1702628",,"PDT000235411.2","2017-08-23T03:24:52Z","USA:PA","Animal-Turkey-Young Turkey","environmental/other",,,,,"SAMN07374665",,"blaEC,blaTEM-1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703529",,"PDT000235603.2","2017-08-23T03:25:19Z","USA:TX","animal-cattle-dairy cow","environmental/other",,,,,"SAMN07537106",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,floR,sul2,tet(A),tet(B)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703523",,"PDT000235604.2","2017-08-23T03:25:19Z","USA:IA","animal-swine-market swine","environmental/other",,,,,"SAMN07537101",,"blaEC,blaTEM-1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703527",,"PDT000235609.2","2017-08-23T03:25:19Z","USA:SD","animal-cattle-dairy cow","environmental/other",,,,,"SAMN07537104",,"aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaEC,floR,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FSIS1703528",,"PDT000235614.2","2017-08-23T03:25:20Z","USA:TN","animal-swine-sow","environmental/other",,,,,"SAMN07537105",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,qacG2,tet(B),tet(M)","PDG000000004.1583"
